,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,
SIM73,1.336207,2.67649,2.497608,2.60256,1.911691,2.270801,3.255523,2.740658,2.70018,2.006315,2.210227,1.573421,4.220834,-0.05347,2.562664,1.854713,0.067809,2.821717,3.639139,4.274277,3.658036,4.831369,4.386308,3.99814,4.795848,5.741115,3.083968,4.157537,6.441296,6.358901,6.852638,6.934062,3.940474,5.189317,5.072707,4.200956,2.902115,1.237674,3.250501,-0.60571,1.898098,1.859889,4.00297,5.459017,5.613564,7.095272,7.46926,7.25565,7.227381,7.882178,6.160821,9.840662,6.74769,8.802462,8.524582,6.401751,7.407409,5.816264,6.353429,9.277687,5.735296,4.530694,6.447487,6.017145,6.906722,6.891946,8.195567,6.871629,9.230218,7.885092,8.497692,10.37104,13.76433,14.98337,14.3487,11.33848,12.88124,11.84241,11.21173,13.17092,12.74016,10.49267,12.47357,11.07328,12.0843,12.90943,11.79629,11.91826,12.74595,11.17961,11.30031,10.21919,10.92673,7.284738,9.61338,9.117234,6.48332,7.454074,7.664115,6.771717,
SIM74,2.952832,2.369949,3.305904,2.535469,3.636347,4.427873,4.026396,5.279989,4.415981,6.611651,6.298565,7.443097,6.101536,7.580572,7.539111,7.946909,9.283924,11.35282,9.33829,7.740187,9.323897,11.02371,10.44494,11.07954,9.744526,12.40394,14.39524,17.1761,12.43909,13.56054,11.03322,13.77683,12.3331,11.76494,8.415626,7.157397,11.76464,12.36413,13.26894,12.76891,14.23419,15.96563,11.38597,12.47667,14.31578,13.61688,13.29873,13.02783,13.53311,12.97721,12.2472,13.6304,13.5176,13.90202,12.46519,11.83328,12.00316,13.35617,11.90352,12.45709,12.5632,16.68231,11.88497,12.0093,13.74482,14.06477,13.52755,12.11251,11.77282,8.86065,10.49028,9.195613,8.78853,8.078772,8.90843,10.83829,10.56298,11.72527,12.06391,12.83864,13.71889,10.33666,11.51415,12.38558,12.63769,12.1758,13.616,12.92403,12.87356,13.36775,11.9934,11.8578,10.48201,10.72704,10.80803,10.13851,9.696276,11.10435,9.038501,9.211091,
SIM75,3.067456,3.08613,3.12913,4.220865,3.193745,4.23236,4.624261,4.121932,2.200729,1.025166,2.12253,3.738174,4.967219,5.151046,5.51387,3.937896,4.400718,4.254405,3.219113,2.612167,4.108172,3.112416,5.960401,5.447658,6.95437,1.226215,2.677421,2.647226,3.83086,7.001159,7.266913,7.812801,6.546289,4.579619,3.772277,5.479335,7.060077,7.075647,6.173155,6.629886,6.483331,4.292657,4.953764,7.822856,4.989855,4.205118,6.973144,4.458836,5.828103,5.505386,8.065362,6.872745,5.305873,5.632847,6.967718,8.626877,7.944739,9.334149,11.79627,12.29494,9.692679,7.404074,9.203767,11.28981,8.703252,8.552858,8.064636,9.11817,9.0461,5.311528,8.903846,8.58152,6.847958,7.943099,7.134259,8.004037,9.103989,7.439116,8.224385,9.03379,8.570539,7.915391,9.450249,7.208698,6.998504,5.023697,6.478257,8.363475,6.538999,6.521989,9.068743,8.885592,6.073588,6.720377,7.354409,7.318056,5.256547,2.665424,4.758085,4.443035,
SIM76,2.236334,4.558819,2.129092,2.550966,1.971715,1.541833,2.597122,5.009428,5.507347,1.909632,4.073289,2.934151,3.801099,3.878397,4.660636,4.177016,4.981301,3.151986,2.767331,4.326498,5.488564,1.669819,1.65845,2.459715,0.607664,3.154049,5.768478,3.93853,4.082422,3.760987,3.258203,4.433254,6.187297,4.714695,6.443039,5.069842,5.39256,7.124467,5.758999,7.116178,3.685318,5.019022,2.623377,2.280614,3.668821,1.268613,3.700669,2.570987,3.077476,4.026407,2.44248,4.778146,2.220901,4.702862,4.655679,3.984367,5.791651,5.968473,2.417571,3.493966,2.252308,1.65919,3.490608,4.373568,2.844966,3.254051,3.51789,2.694939,4.426613,1.916888,1.265226,0.342461,2.857199,6.27478,5.18538,6.499318,6.326497,4.646721,6.299817,5.135727,6.10189,10.58163,9.905086,9.644062,7.903949,8.499665,7.539823,5.542009,8.957003,8.688801,4.754199,4.305885,4.903984,6.724899,7.940435,7.106446,5.739194,5.185276,5.247516,4.63316,
SIM77,0.498305,3.640812,3.779244,3.305819,2.290987,1.562548,3.432652,2.416195,3.004974,2.428878,1.752998,3.466714,4.266846,1.834095,3.464623,0.785058,2.925069,1.979898,2.334871,4.240579,1.638336,3.353849,3.161153,3.198851,4.728521,3.791707,3.674778,4.001037,5.607987,7.083844,2.22385,4.842521,5.995031,5.163717,6.136282,6.918961,6.338328,5.54941,4.222218,4.635923,6.649913,9.074217,6.332097,5.720991,6.65382,8.796423,9.894143,11.09651,11.03951,11.41409,10.2812,10.1036,9.510497,10.35867,12.15966,11.3651,9.723905,9.823854,6.670208,9.324629,9.609319,9.860674,10.73884,9.291725,11.99995,6.44244,8.212602,8.808741,9.18213,11.54711,9.638135,10.28929,7.126713,8.053854,7.66624,8.993299,6.926313,10.28981,8.569481,8.74274,7.263264,6.272675,7.76072,8.5627,10.26885,10.62538,10.75822,10.42862,10.42716,10.67681,12.54056,14.0932,13.00842,13.51609,9.107411,10.36877,12.79323,13.68115,16.00529,13.5036,
SIM78,2.509694,2.810856,1.934871,2.073015,2.745084,1.741927,1.882494,0.993144,1.384269,2.660928,2.393346,2.020002,2.018154,1.747337,2.884402,1.827656,1.968674,4.703716,4.870941,5.786158,5.297095,4.84315,6.87669,9.371715,9.483227,10.37427,8.657146,6.811775,7.667823,7.463934,8.3236,6.918958,8.487624,7.922583,8.999793,11.30149,13.67511,11.18378,11.28414,11.17866,11.82221,13.29859,14.50137,12.65943,14.08651,14.44327,12.98361,13.6408,12.0234,14.43989,10.40592,13.01658,11.1287,13.98578,11.17805,12.10835,9.169738,9.142179,9.980331,9.907276,11.00801,10.80545,12.59258,11.78369,9.692219,8.128915,11.48294,11.09376,11.10648,10.71356,9.569593,10.89826,12.42129,12.23988,11.98264,10.87927,12.63364,10.56751,11.71653,11.967,8.281521,9.694799,8.292805,9.025218,10.01893,10.35205,8.638267,10.27879,10.12599,11.3914,11.61465,13.70483,11.13916,12.69996,10.86443,11.58694,8.905495,9.982487,8.189699,10.35916,
SIM79,6.279067,3.748753,3.120229,1.598786,4.022688,2.046616,3.143242,2.656172,1.13557,1.708877,4.393995,3.711519,4.004096,3.478258,3.127137,1.42082,2.460665,4.525187,2.392368,4.980004,4.034007,5.345102,8.322836,11.44362,9.137047,5.531849,5.521082,6.744826,6.934232,4.720541,4.61183,5.315184,5.585428,5.112306,10.22542,6.909308,7.322071,6.790961,6.512453,5.497678,7.406126,6.569754,6.086323,8.806233,7.435052,6.787615,8.821087,9.216314,9.58338,9.153014,7.053603,6.757843,7.045491,6.85736,5.078439,3.801555,3.919034,5.300772,1.941461,2.720504,1.988554,2.163595,2.941802,2.497391,2.983016,4.128495,1.42562,1.32001,3.727706,1.779608,0.08096,3.559176,6.738874,4.000621,4.971671,6.333206,1.558079,4.174614,5.79549,3.544165,3.255797,3.102499,2.866776,0.577184,1.58469,0.487428,2.322739,4.010309,6.160513,7.137729,8.657407,7.533148,7.330377,6.297041,6.070791,6.618538,6.379684,8.247355,10.10342,11.14556,
SIM80,1.173823,1.949784,2.256168,3.619615,3.679752,4.420405,3.944997,3.85929,3.524477,4.697024,3.858921,2.805296,2.59182,2.521746,3.117618,4.617685,2.824928,3.731079,3.844011,2.958512,2.483563,3.232087,3.81461,3.702887,3.211468,5.358715,6.281626,5.598664,6.845395,7.504327,5.909729,6.571851,8.838277,6.041151,5.28115,6.108666,3.461399,7.040604,5.353266,3.620736,3.641226,5.375154,2.132734,3.106368,-0.30914,-0.1581,2.240027,3.634872,3.783083,3.043449,2.55907,2.060983,1.997321,2.135213,2.206256,2.798539,3.222986,2.882642,2.273916,3.5629,3.003503,2.615564,3.9294,2.933706,3.76476,5.00533,6.063569,4.806327,7.69398,8.260196,6.920253,7.08427,6.472346,4.95424,6.528117,6.142646,7.306915,9.319165,5.943583,6.738993,6.412331,4.840951,7.042526,4.974398,6.671463,7.142846,6.967075,8.389775,3.818169,6.228294,6.090561,5.97639,5.660898,7.321926,9.094235,10.37438,8.273684,10.07821,9.161647,10.89253,
SIM81,4.724179,0.011152,0.296012,2.297695,-0.12183,2.175687,2.186682,1.11093,-0.15054,2.918289,0.220721,3.044084,4.514641,3.986943,1.733122,1.27764,2.744844,3.207652,0.599311,2.927777,2.023312,2.686266,2.26341,3.189348,1.71085,2.73049,2.365241,3.876966,4.366747,3.978986,4.63556,5.132356,5.36269,5.632549,5.873174,8.126374,5.566067,4.998644,3.883869,4.839127,4.157738,4.257684,3.937331,1.797145,2.332035,4.042586,4.681283,2.484624,5.329644,4.83245,2.474078,1.178182,2.612259,4.81265,3.734733,1.166354,2.641781,4.634801,1.843995,1.833916,4.026095,3.258005,2.560943,2.926318,3.199682,3.460171,5.10249,7.347136,1.707767,3.389224,3.942108,5.967192,4.224869,4.740621,7.316171,6.83579,7.648551,7.017758,4.777459,6.880833,7.370446,5.084838,7.416653,7.122757,7.362507,9.239498,7.629502,10.51009,9.46805,8.417544,7.448303,10.21154,9.067376,9.333147,10.81941,11.53629,12.56879,12.71185,12.12008,13.93942,
SIM82,3.104534,1.538654,1.822975,2.649421,3.883635,3.666883,5.176155,3.854045,4.052087,2.023862,2.292722,4.092452,2.675987,2.916093,4.558996,1.788735,2.151807,0.434099,2.059251,1.566946,3.178296,0.754327,1.691384,2.189381,4.60581,4.649283,6.242589,4.401271,4.853639,-0.92164,1.282285,4.500659,3.245478,3.590874,3.298495,3.990898,4.826995,6.007359,3.719503,4.643126,4.569307,3.438455,1.814009,4.8012,5.664603,6.295526,5.059516,5.070252,3.291151,3.249435,3.253415,5.284632,4.832022,4.871197,6.68491,6.112611,4.546324,3.675056,5.92237,6.04892,6.01828,6.76621,6.196923,6.317865,6.575003,7.14865,2.692219,2.797532,5.612958,2.533625,3.977546,2.807189,4.250598,2.693088,5.335072,2.905989,4.038121,3.779923,4.849896,3.800445,6.240821,3.212503,4.798922,3.102771,3.169286,4.16619,3.019885,1.092973,4.377864,1.84843,3.478181,3.514481,3.033691,3.946891,4.460701,5.270529,2.714611,4.909631,5.146272,4.785269,
SIM83,2.217249,2.496474,3.611583,4.134924,3.710024,2.87586,1.642226,3.864034,3.879091,4.454072,3.76065,5.851793,3.185997,5.528298,5.590085,8.069995,7.488279,5.179934,7.671643,9.156997,11.84723,8.332897,7.075479,5.540957,6.05144,7.151585,5.254224,3.407933,4.080867,7.441638,5.048962,5.179616,6.234871,5.65028,7.106603,5.220298,7.817589,9.135481,7.900547,8.464234,8.11146,8.745805,7.047395,5.624393,7.852444,9.611533,8.37839,11.12068,8.986977,9.555745,7.340609,10.25514,11.60108,13.13679,12.62833,12.99433,12.41198,14.31559,12.41532,13.08338,12.52725,13.2655,11.01588,11.30356,10.49894,11.55559,11.6476,13.06041,14.13075,14.10875,13.94999,13.32785,13.51969,13.09685,15.04793,13.93489,13.09508,13.15108,13.68524,12.14958,12.98864,14.63262,11.88959,11.68211,12.53346,9.380134,12.45001,14.74624,11.94242,12.68683,12.13333,12.36047,12.85558,9.379632,11.33278,12.6883,10.02124,11.13169,12.39528,9.55857,
SIM84,1.771524,3.883442,3.701168,4.489359,3.926111,3.309522,5.190208,4.358325,3.218519,4.184231,1.805718,3.643244,5.659463,1.708879,3.588427,4.197758,6.180228,3.923896,3.48351,3.442897,0.923547,3.353556,4.140288,2.664831,2.674807,1.116274,3.001444,5.738917,6.25537,4.189619,3.177484,4.544025,3.454673,0.306274,0.678825,2.394406,2.996412,3.386147,3.914844,3.355495,3.343594,4.037928,4.767775,5.85742,5.746778,4.54557,5.08574,6.18144,6.457866,8.880381,8.357371,10.35551,10.50114,9.286851,6.974835,8.845996,7.70792,6.384225,5.971639,9.219809,6.980227,8.091454,6.52862,10.0998,10.17344,10.16361,6.794128,9.24456,6.049129,8.134886,6.757164,7.151307,7.531068,8.090629,10.3978,8.844977,5.0554,5.459198,7.859988,7.995345,9.659662,8.700951,11.09122,7.287057,9.246007,6.733061,9.156293,8.573245,7.280647,6.873049,5.989171,7.051628,7.48018,7.202979,12.15003,11.75638,12.88338,10.03919,8.174844,9.153235,
SIM85,-0.40167,3.922393,5.373559,0.419121,1.687727,2.222329,2.686088,3.361313,4.220982,3.097849,1.677058,3.420243,6.109181,8.32242,6.390978,8.087672,6.139971,5.561607,4.002138,7.022409,9.079598,8.365897,7.267616,7.752035,4.491161,6.863227,5.551878,3.56711,4.305633,5.40026,4.888723,7.126188,5.781502,5.992888,4.703111,4.914934,6.290658,8.607844,7.936161,7.215364,7.573189,7.634154,3.996833,4.654769,6.136688,3.279864,3.498699,4.258153,6.68175,5.495801,9.261758,6.586644,7.172785,4.794392,3.361727,2.912039,2.284411,5.398454,6.768088,5.26619,4.018039,5.360246,7.290868,5.949998,6.271545,1.735299,3.307354,3.563417,2.986122,4.793038,4.582012,4.911648,4.342919,4.922439,2.195164,3.376044,3.12232,3.841495,4.332602,2.658362,1.730626,4.346957,3.766382,2.649038,3.711878,4.386909,6.040681,7.167158,5.046555,5.470259,4.227798,6.078141,5.649275,5.208007,5.236592,3.609615,5.665776,5.383071,6.539026,3.342585,
SIM86,3.151605,1.777786,3.735052,6.670465,8.4839,6.352378,7.511101,8.192275,8.419715,8.726081,8.006922,7.364092,7.734575,5.981574,7.987017,8.781693,7.947185,7.038144,6.150602,3.372884,6.149723,7.455635,8.967602,7.930045,7.014271,6.119788,4.618597,1.75174,2.359169,4.394685,4.062419,5.220995,5.062776,5.707431,4.680817,7.664691,7.184188,9.647432,8.817811,6.538574,8.517448,8.440671,9.839864,5.882093,6.901158,6.359977,6.818154,4.8406,5.722077,5.13274,4.715841,5.671599,3.601004,4.457595,4.572359,4.664161,1.705315,4.341303,5.60012,6.002007,7.266002,6.742739,4.701645,5.858789,6.998902,8.062364,10.5543,8.007406,7.351847,2.721982,4.742538,6.875449,5.157441,7.104997,6.830289,5.840987,7.66651,5.620519,5.157681,6.226176,7.112441,6.178275,8.098468,11.84002,13.78869,12.55481,12.34898,12.91435,13.42413,13.44614,12.52438,13.62026,12.10994,10.09937,9.304111,11.95427,12.58123,11.32697,13.61977,14.2106,
SIM87,0.245329,1.812176,2.723837,4.223953,4.416874,5.273984,3.411229,3.584485,2.410151,3.886005,3.853233,4.01904,5.137884,6.320624,5.765491,8.066307,7.843989,6.161271,5.891378,8.0976,9.612704,5.069859,7.762166,6.788989,6.786052,8.785112,6.880904,7.073683,11.02226,6.315098,6.291592,8.372,9.134012,6.748506,9.023473,7.225891,8.452871,8.236131,10.67297,7.115432,10.70666,11.73974,13.40178,12.70334,11.50939,11.88502,9.876718,9.313967,7.753147,6.336645,7.4469,8.32869,9.431098,7.077106,7.596832,6.804386,6.700721,5.001771,2.464233,4.084129,1.792401,1.232555,2.014576,3.607256,3.365794,6.046528,8.019302,5.792901,6.762124,6.503215,5.017774,7.101194,8.95254,7.529077,6.874592,6.587081,9.383905,7.000343,7.019697,9.220517,6.556493,5.329764,6.081213,5.549807,7.309465,4.928053,5.311276,4.841641,2.840801,2.521168,7.20864,7.101431,8.754372,9.815145,11.63949,9.634993,11.45558,10.69126,11.77203,12.22759,
SIM88,3.350699,5.016026,5.495772,3.00965,3.287196,5.646381,6.444752,4.815961,8.236617,7.816933,9.130404,9.459889,11.25217,9.697046,9.725189,8.978823,10.82373,13.78471,12.44098,12.65135,12.67909,13.42725,12.43176,10.95453,9.774928,11.99023,11.15964,11.59372,13.05159,9.316493,9.810852,11.13836,8.406142,7.635742,8.992179,5.700469,6.031125,8.110904,8.081992,8.575109,5.652866,5.503418,7.493473,5.815076,7.116808,6.299076,6.215277,8.071447,8.645117,5.493853,6.960261,5.678914,10.69281,7.467,6.947274,8.136831,10.13145,12.45746,14.18763,14.61719,13.71195,10.34492,9.689081,10.6943,11.07088,11.49765,11.12963,9.242899,10.16926,11.02876,10.24163,9.070637,10.24414,11.08893,9.013797,10.17974,10.57405,12.82796,9.272543,8.722685,8.288512,7.849922,7.896268,9.258595,9.846567,7.302704,7.399472,8.18644,7.050128,6.650676,8.449375,6.794373,4.254048,5.939609,6.858456,7.681769,5.650625,7.689911,3.469748,6.824609,
SIM89,2.857945,2.657392,3.221578,2.78261,3.155305,3.338328,5.485981,3.882637,2.211613,4.446745,1.886738,3.575175,1.932464,3.74232,1.944686,0.56122,0.350575,1.730791,2.66048,2.782861,2.818737,3.529404,6.429397,4.143773,3.559656,4.760345,3.247531,4.536574,4.569598,3.144765,5.0417,3.10567,4.974638,5.033622,4.566936,4.774412,3.855353,3.810781,4.315176,4.406701,4.976437,6.675234,6.681762,3.1778,5.36818,3.451332,3.283501,1.455987,3.044912,3.386146,-0.19268,1.956522,0.346078,0.767882,2.672978,3.723298,3.851667,3.612828,4.165083,4.666047,1.576551,2.569894,4.004424,4.682744,4.719962,2.138414,1.55671,2.783202,4.845762,3.561987,1.507661,3.696228,0.721388,3.609747,3.416612,2.184092,4.244037,4.405613,4.133399,2.244021,3.820342,6.094466,7.267543,6.950659,7.24975,4.966786,8.799564,8.042215,6.520849,6.114957,8.389262,4.814977,5.403028,3.461043,2.633149,3.71686,3.516752,7.038567,2.861503,4.036425,
SIM90,4.099305,3.721802,3.23043,2.667025,3.239617,2.444002,3.735038,2.801116,1.304525,2.629509,5.432736,3.996635,4.877556,3.403525,1.803155,3.498078,8.573421,4.283534,5.415566,7.09443,6.575644,6.723172,8.240947,9.777792,9.229525,8.286448,10.72842,10.39167,11.69025,13.60517,12.47861,10.62703,12.68124,11.91285,11.67813,14.09251,16.17075,16.71151,17.3483,13.80309,15.00409,14.09086,11.30215,10.65856,8.549528,10.2156,9.686886,10.89528,9.03022,11.93569,10.97436,11.449,10.68773,11.91601,11.56362,12.76629,11.56587,10.07788,12.1754,9.157115,9.106239,11.13621,10.51104,11.09249,11.01862,11.60388,10.72178,13.53809,13.77684,14.02968,15.81741,10.73733,12.77037,10.41306,11.28455,11.78375,10.27274,11.38019,9.599675,11.62443,9.568531,10.33239,12.62889,11.09671,11.79804,9.587525,9.143581,8.443361,8.938555,10.75055,11.52317,11.07813,9.088323,10.1471,10.44621,10.66551,12.07523,13.15929,10.97961,9.579317,
SIM91,2.630649,1.250267,2.6996,2.349595,3.903317,4.565232,5.018012,2.763899,3.349095,5.026368,3.232226,4.98924,3.072429,1.683154,3.781619,2.352835,4.621396,4.711584,6.736033,6.823463,8.620598,8.24278,6.408906,6.963561,8.581781,5.683892,4.172137,1.6534,1.97339,2.952718,4.804174,6.228044,5.736075,7.681883,10.01602,8.035062,9.473833,7.64093,5.834256,4.638774,4.459285,6.896284,5.891837,5.97207,5.438603,6.034573,4.48088,5.59441,5.482711,7.097536,5.508993,5.513286,4.408168,-0.07722,1.261858,1.273956,2.112542,1.980346,3.100613,0.168435,2.2706,0.950813,0.846346,1.890773,4.221499,1.958599,2.007786,2.516239,2.451498,3.785704,1.59822,2.897222,2.187953,2.597691,3.756098,4.640687,5.191491,6.667587,7.737412,5.018009,8.046704,6.095402,3.453656,4.464285,6.132363,7.093462,8.453704,6.967671,7.380936,3.121213,5.433129,4.065723,3.954346,3.227699,1.534762,2.91779,3.80461,2.106237,-0.10268,-0.69327,
SIM92,2.397268,2.930674,2.687655,4.040803,2.828447,3.087772,5.657798,5.832478,3.089561,5.198862,2.784511,5.150298,5.66431,7.007789,6.18008,5.905575,6.517367,6.45698,6.265097,4.030131,5.725202,8.721888,5.938081,6.994077,5.912216,7.685961,10.34504,9.670968,9.180989,11.01265,9.282161,11.04752,8.855974,10.48244,10.04252,12.41894,12.6074,13.11397,13.69135,13.91518,15.21365,10.91472,11.66216,10.90169,10.21055,10.658,6.636245,7.830565,7.028162,5.788498,6.996041,7.392665,9.034591,7.0239,6.53143,7.691552,7.427419,6.428081,6.429121,5.752411,3.923371,5.862,6.913066,4.244033,2.288362,3.611698,5.252334,2.256176,1.048013,2.69184,1.410844,3.331149,3.640546,5.003954,6.176551,5.471548,7.40344,6.326472,8.818412,5.426122,5.342119,5.565865,7.762829,8.39383,9.124538,8.585056,10.09259,7.922323,9.625241,7.833857,5.857771,7.128493,4.903651,3.73669,3.801805,4.011615,3.532368,5.86898,5.178296,5.68192,
SIM93,2.756506,3.605314,4.179419,6.201222,7.668531,3.257071,5.744327,2.89844,4.222595,3.330654,3.368476,5.260764,6.654784,6.869288,5.452565,6.095177,6.448973,6.232389,4.436976,7.219261,7.538873,6.151723,5.068845,5.428379,5.900571,1.843224,4.040937,3.564627,4.532201,2.606135,6.763795,3.65379,5.537189,5.941185,3.789406,2.949774,1.617107,1.681461,3.020564,3.216754,3.753529,5.272569,4.574531,2.241826,1.814393,1.696165,0.634749,1.78112,2.659412,3.270249,1.644991,4.756406,7.126867,5.691502,5.999936,8.392837,8.656399,8.072978,7.091261,5.980749,6.637959,5.98036,6.170123,4.019558,2.762908,3.892442,4.168277,1.981503,1.802002,1.75942,3.722194,1.994478,3.02002,3.353636,4.454308,2.058597,2.529065,2.33852,3.130276,2.734944,2.410255,3.52114,4.450949,3.582359,3.432512,4.696612,4.545509,2.052346,3.098106,3.293081,4.659393,7.58215,8.025006,6.572511,5.969227,1.780974,2.325223,2.888843,3.062576,2.063739,
SIM94,2.038231,1.263654,2.090076,3.050674,4.709747,2.759494,2.597075,4.122074,1.167182,2.569718,3.424725,2.296248,2.994481,1.679282,1.482975,2.079309,5.946071,2.63837,3.529577,0.577143,2.72543,0.64325,3.674126,4.337995,4.530694,6.121323,5.754253,4.054879,5.180547,4.722674,3.336602,4.67025,7.817926,8.494646,10.06682,7.147685,9.433511,11.12451,11.57722,6.783175,8.37351,9.799419,9.776383,10.20555,8.30981,10.4386,10.42998,8.169901,10.03689,9.040762,10.97828,9.885653,4.450437,7.015734,4.286543,5.506483,4.924081,3.761055,4.953147,6.010268,5.412607,4.749706,7.779861,5.515836,7.866627,7.691529,6.61917,8.782102,7.904034,8.501056,9.891067,10.35852,8.212077,10.64435,11.63483,12.52637,14.56779,12.49151,14.63798,12.76637,11.92209,11.17647,12.1441,11.3718,10.68419,11.4545,14.00408,13.35104,14.21282,13.38822,13.27877,14.89669,13.62856,14.9144,12.62354,13.36892,11.70595,12.96933,14.484,14.36756,
SIM95,2.431757,1.69803,3.02437,4.915896,1.446469,2.659553,3.313085,3.730613,1.76729,1.796134,1.52258,2.493166,3.582445,1.212445,4.657694,6.161741,7.770685,5.806078,1.590001,3.738735,5.527025,5.693156,7.020327,8.54987,10.90542,10.96667,10.40223,12.39613,11.68002,12.30543,10.94545,12.37422,12.78997,11.22388,11.47599,14.42205,13.34985,12.68427,14.59591,14.54906,8.874301,12.12946,10.52406,11.37497,13.47006,13.09028,12.86122,14.81305,13.25855,12.55851,10.93712,13.37512,13.94999,14.08169,14.28279,12.45379,12.21419,12.50917,13.47373,13.52018,11.32648,12.62032,9.969104,9.052899,11.53826,10.33123,11.0148,10.31999,12.93491,12.87652,13.65457,13.39792,14.62995,12.90591,11.6024,9.566104,10.54484,10.10288,9.993105,10.59167,8.803808,10.1387,12.74999,11.732,14.25601,12.50504,13.70486,14.09976,11.88283,13.73345,13.2854,15.06669,14.0801,10.2336,12.0869,12.50613,10.52518,10.82245,10.97877,11.48601,
SIM96,3.6531,1.233929,2.75355,3.131276,-0.67085,2.040817,3.960559,4.040762,2.46936,3.201641,5.048245,3.178486,4.434715,3.498601,4.625032,0.993796,5.213063,5.979601,4.747108,4.937685,2.961055,4.703423,5.896321,5.641641,7.128088,6.508283,8.476897,7.315695,9.709956,8.654091,9.40235,12.05405,11.42379,11.421,10.93165,10.40618,11.99746,13.75193,14.24268,15.61356,10.31185,12.23373,13.04903,13.1012,12.93763,12.01833,13.28002,14.67323,14.85428,11.84445,13.10183,15.36249,9.532794,9.00424,10.24093,12.04594,9.976612,8.315958,10.34198,7.56191,9.432431,9.511787,7.676486,9.770846,10.03986,9.207764,6.438795,8.242105,7.713127,8.134369,11.38308,8.151985,9.137895,8.731809,11.71248,14.00139,12.04942,11.82005,11.16849,12.69376,11.24756,12.08842,13.77178,13.46771,13.93813,11.06624,15.11615,13.01496,13.5455,14.65173,13.13609,13.91146,15.22078,10.95671,12.31091,13.71814,10.46653,12.15339,11.61446,12.92402,
SIM97,2.371796,1.858231,8.098758,4.909821,3.387357,3.634533,4.413294,1.716628,1.741297,4.260587,2.971618,2.102394,3.588755,1.776006,1.745708,2.92014,5.035132,3.878131,4.568858,4.301859,1.381305,0.993443,4.525037,1.610581,2.930143,-0.17144,2.06867,3.67402,5.296279,4.64394,2.699786,2.726766,4.358937,6.138438,2.998764,6.706223,6.457796,7.505248,4.3609,8.133136,9.757605,7.630477,8.059817,5.570487,8.610904,8.323167,9.566206,8.992703,9.0475,7.508619,8.956803,8.683282,6.644571,4.369525,6.213413,4.418635,6.234486,7.39177,7.410796,8.497964,9.382829,8.233298,8.779606,8.754546,10.8582,11.20837,10.77583,10.37013,9.46852,7.955542,9.826249,5.567897,6.701806,6.946403,9.773227,6.693204,5.87093,7.869451,7.301829,7.023745,7.468805,6.214452,7.445029,3.666762,4.684276,6.147779,6.270265,5.920123,7.583535,8.119635,7.891421,5.109672,5.462264,3.708075,3.751777,0.783725,2.124745,0.85214,4.125939,3.271497,
SIM98,3.604728,2.101006,-0.35019,1.725823,3.565673,3.059097,5.819942,3.779269,3.462354,4.518727,5.460195,7.533448,4.68286,4.828733,1.423992,1.060434,4.571529,2.63879,2.291209,2.306722,4.808893,2.229329,2.353684,3.273289,4.254778,0.999719,4.38027,3.009212,4.146699,2.744864,4.527003,3.847859,4.883851,4.350818,4.440655,2.825017,1.312281,2.446399,1.638035,0.968919,4.572612,1.718981,2.355025,2.530688,2.861146,4.313961,4.828307,5.863649,6.066007,6.437467,6.534174,5.371118,3.948791,1.502312,3.06009,4.581132,5.301327,4.357109,3.244669,4.545049,6.892893,8.53686,9.310787,6.267046,8.641087,9.546564,6.157387,7.936022,7.719311,8.130283,6.483394,9.236881,9.663985,8.6351,9.578032,10.83332,9.414969,9.738643,9.813085,10.81924,8.893069,9.833667,10.93613,8.545577,9.468345,10.26236,9.699488,12.47801,8.684884,9.199713,6.495882,7.755942,6.866169,8.095453,9.359878,10.66198,11.52232,6.947082,8.153444,8.232725,
